"State","Year","Gender","Event","Class","Text","Mark","Mark.Note"
"New York",1991,"Boys","High Jump","Intersectional","High Jump","6' 10 """,""
"New York",1991,"Boys","Pole Vault","Intersectional","Pole Vault","15' 6 """,""
"New York",1992,"Boys","100m","Intersectional","100m","10.86",""
"New York",1992,"Boys","800m","Intersectional","800m","1:50.58 ","*"
"New York",1992,"Boys","1600m","Intersectional","1600m","4:15.32",""
"New York",1992,"Boys","High Jump","Intersectional","High Jump","7' 0 """,""
"New York",1992,"Boys","Pole Vault","Intersectional","Pole Vault","15' 3 """,""
"New York",1993,"Boys","100m","Intersectional","100m","10.49 ","*"
"New York",1993,"Boys","800m","Intersectional","800m","1:53.52",""
"New York",1993,"Boys","1600m","Intersectional","1600m","4:14.07",""
"New York",1993,"Boys","High Jump","Intersectional","High Jump","6' 8""",""
"New York",1993,"Boys","Pole Vault","Intersectional","Pole Vault","15' 6 """,""
"New York",1994,"Boys","100m","Intersectional","100m","10.73",""
"New York",1994,"Boys","800m","Intersectional","800m","1:55.53",""
"New York",1994,"Boys","1600m","Intersectional","1600m","4:17.60",""
"New York",1994,"Boys","High Jump","Intersectional","High Jump","6' 8""",""
"New York",1994,"Boys","Pole Vault","Intersectional","Pole Vault","15' 6 """,""
"New York",1995,"Boys","100m","Intersectional","100m","10.80",""
"New York",1995,"Boys","800m","Intersectional","800m","1:52.59",""
"New York",1995,"Boys","1600m","Intersectional","1600m","4:15.22",""
"New York",1995,"Boys","High Jump","Intersectional","High Jump","6' 8""",""
"New York",1995,"Boys","Pole Vault","Intersectional","Pole Vault","14' 6 """,""
"New York",1996,"Boys","100m","Class A","100m","11.16",""
"New York",1996,"Boys","800m","Class A","800m","1:53.13",""
"New York",1996,"Boys","1600m","Class A","1600m","4:19.70",""
"New York",1996,"Boys","High Jump","Class A","High Jump","6' 4 """,""
"New York",1996,"Boys","Pole Vault","Class A","Pole Vault","14' 6 """,""
"New York",1996,"Boys","100m","Class B","100m","11.31",""
"New York",1996,"Boys","800m","Class B","800m","1:57.11",""
"New York",1996,"Boys","1600m","Class B","1600m","4:16.72",""
"New York",1996,"Boys","High Jump","Class B","High Jump","6' 8 """,""
"New York",1996,"Boys","Pole Vault","Class B","Pole Vault","14' 0 """,""
"New York",1996,"Boys","100m","Class C","100m","11.65",""
"New York",1996,"Boys","800m","Class C","800m","1:56.86",""
"New York",1996,"Boys","1600m","Class C","1600m","4:25.31",""
"New York",1996,"Boys","High Jump","Class C","High Jump","6' 4 """,""
"New York",1996,"Boys","Pole Vault","Class C","Pole Vault","13' 6 """,""
"New York",1997,"Boys","100m","Class A","100m","10.76",""
"New York",1997,"Boys","800m","Class A","800m","1:51.03",""
"New York",1997,"Boys","1600m","Class A","1600m","4:16.22",""
"New York",1997,"Boys","High Jump","Class A","High Jump","6' 8.5 """,""
"New York",1997,"Boys","Pole Vault","Class A","Pole Vault","15' 0 """,""
"New York",1997,"Boys","100m","Class B","100m","10.87",""
"New York",1997,"Boys","800m","Class B","800m","1:57.00",""
"New York",1997,"Boys","1600m","Class B","1600m","4:18.38",""
"New York",1997,"Boys","High Jump","Class B","High Jump","6' 3 """,""
"New York",1997,"Boys","Pole Vault","Class B","Pole Vault","14' 6 """,""
"New York",1997,"Boys","100m","Class C","100m","10.95",""
"New York",1997,"Boys","800m","Class C","800m","1:57.65",""
"New York",1997,"Boys","1600m","Class C","1600m","4:21.53",""
"New York",1997,"Boys","High Jump","Class C","High Jump","6' 5 """,""
"New York",1997,"Boys","Pole Vault","Class C","Pole Vault","13' 0 """,""
"New York",1998,"Boys","100m","Class A","100m","11.02",""
"New York",1998,"Boys","800m","Class A","800m","1:53.51",""
"New York",1998,"Boys","1600m","Class A","1600m","4:10.57",""
"New York",1998,"Boys","High Jump","Class A","High Jump","6' 7 """,""
"New York",1998,"Boys","Pole Vault","Class A","Pole Vault","15' 0 """,""
"New York",1998,"Boys","100m","Class B","100m","11.11",""
"New York",1998,"Boys","800m","Class B","800m","1:54.98",""
"New York",1998,"Boys","1600m","Class B","1600m","4:14.46",""
"New York",1998,"Boys","High Jump","Class B","High Jump","6' 4 """,""
"New York",1998,"Boys","Pole Vault","Class B","Pole Vault","14' 0 """,""
"New York",1998,"Boys","100m","Class C","100m","11.06",""
"New York",1998,"Boys","800m","Class C","800m","1:54.23",""
"New York",1998,"Boys","1600m","Class C","1600m","4:18.21",""
"New York",1998,"Boys","High Jump","Class C","High Jump","6' 7.25 """,""
"New York",1998,"Boys","Pole Vault","Class C","Pole Vault","12' 9 """,""
"New York",1999,"Boys","100m","Class A","100m","10.69",""
"New York",1999,"Boys","800m","Class A","800m","1:50.96",""
"New York",1999,"Boys","1600m","Class A","1600m","4:10.09",""
"New York",1999,"Boys","High Jump","Class A","High Jump","6' 9 """,""
"New York",1999,"Boys","Pole Vault","Class A","Pole Vault","16' 5 """,""
"New York",1999,"Boys","100m","Class B","100m","11.02",""
"New York",1999,"Boys","800m","Class B","800m","1:55.15",""
"New York",1999,"Boys","1600m","Class B","1600m","4:13.26",""
"New York",1999,"Boys","High Jump","Class B","High Jump","6' 5 """,""
"New York",1999,"Boys","Pole Vault","Class B","Pole Vault","15' 1 """,""
"New York",1999,"Boys","100m","Class C","100m","11.26",""
"New York",1999,"Boys","800m","Class C","800m","1:56.47",""
"New York",1999,"Boys","1600m","Class C","1600m","4:22.25",""
"New York",1999,"Boys","High Jump","Class C","High Jump","6' 4 """,""
"New York",1999,"Boys","Pole Vault","Class C","Pole Vault","12' 9 """,""
"New York",2000,"Boys","100m","Class A","100m","10.83",""
"New York",2000,"Boys","800m","Class A","800m","1:52.46",""
"New York",2000,"Boys","1600m","Class A","1600m","4:16.54",""
"New York",2000,"Boys","High Jump","Class A","High Jump","6' 7""",""
"New York",2000,"Boys","Pole Vault","Class A","Pole Vault","14' 3 """,""
"New York",2000,"Boys","100m","Class B","100m","11.38",""
"New York",2000,"Boys","800m","Class B","800m","1:56.06",""
"New York",2000,"Boys","1600m","Class B","1600m","4:18.09",""
"New York",2000,"Boys","High Jump","Class B","High Jump","6' 8 """,""
"New York",2000,"Boys","Pole Vault","Class B","Pole Vault","14' 3""",""
"New York",2000,"Boys","100m","Class C","100m","11.15",""
"New York",2000,"Boys","800m","Class C","800m","1:55.45",""
"New York",2000,"Boys","1600m","Class C","1600m","4:09.50 ","*"
"New York",2000,"Boys","High Jump","Class C","High Jump","6' 2""",""
"New York",2000,"Boys","Pole Vault","Class C","Pole Vault","13' 6 """,""
"New York",2001,"Boys","100m","Class A","100m","10.73",""
"New York",2001,"Boys","800m","Class A","800m","1:54.86",""
"New York",2001,"Boys","1600m","Class A","1600m","4:13.92",""
"New York",2001,"Boys","High Jump","Class A","High Jump","6' 9 """,""
"New York",2001,"Boys","Pole Vault","Class A","Pole Vault","15' 3 """,""
"New York",2001,"Boys","100m","Class B","100m","10.83",""
"New York",2001,"Boys","800m","Class B","800m","1:56.24",""
"New York",2001,"Boys","1600m","Class B","1600m","4:13.00",""
"New York",2001,"Boys","High Jump","Class B","High Jump","7' 1.5 """,""
"New York",2001,"Boys","Pole Vault","Class B","Pole Vault","13' 6 """,""
"New York",2001,"Boys","100m","Class C","100m","10.69",""
"New York",2001,"Boys","800m","Class C","800m","1:55.38",""
"New York",2001,"Boys","1600m","Class C","1600m","4:18.37",""
"New York",2001,"Boys","High Jump","Class C","High Jump","6' 5 """,""
"New York",2001,"Boys","Pole Vault","Class C","Pole Vault","14' 6 """,""
"New York",2001,"Boys","100m","Federation","100m","10.65",""
"New York",2001,"Boys","800m","Federation","800m","1:54.36",""
"New York",2001,"Boys","1600m","Federation","1600m","4:13.00",""
"New York",2001,"Boys","High Jump","Federation","High Jump","7' 1.5 "" ","*"
"New York",2001,"Boys","Pole Vault","Federation","Pole Vault","15' 3 """,""
"New York",2002,"Boys","100m","Class A","100m","10.89",""
"New York",2002,"Boys","800m","Class A","800m","1:54.69",""
"New York",2002,"Boys","1600m","Class A","1600m","4:13.79",""
"New York",2002,"Boys","High Jump","Class A","High Jump","6' 8 """,""
"New York",2002,"Boys","Pole Vault","Class A","Pole Vault","15' 0 """,""
"New York",2002,"Boys","100m","Class B","100m","11.19",""
"New York",2002,"Boys","800m","Class B","800m","1:56.64",""
"New York",2002,"Boys","1600m","Class B","1600m","4:15.64",""
"New York",2002,"Boys","High Jump","Class B","High Jump","6' 6 """,""
"New York",2002,"Boys","Pole Vault","Class B","Pole Vault","14' 6 """,""
"New York",2002,"Boys","100m","Class C","100m","11.22",""
"New York",2002,"Boys","800m","Class C","800m","1:55.61",""
"New York",2002,"Boys","1600m","Class C","1600m","4:18.58",""
"New York",2002,"Boys","High Jump","Class C","High Jump","6' 6 """,""
"New York",2002,"Boys","Pole Vault","Class C","Pole Vault","14' 3 """,""
"New York",2002,"Boys","100m","Federation","100m","10.94",""
"New York",2002,"Boys","800m","Federation","800m","1:54.00",""
"New York",2002,"Boys","1600m","Federation","1600m","4:13.79",""
"New York",2002,"Boys","High Jump","Federation","High Jump","6' 8 """,""
"New York",2002,"Boys","Pole Vault","Federation","Pole Vault","15' 0 """,""
"New York",2003,"Boys","100m","D-1","D-1","10.86",""
"New York",2003,"Boys","100m","D-2","D-2","11.05",""
"New York",2003,"Boys","100m","Federation","Federation","10.85",""
"New York",2003,"Boys","800m","D-1","D-1","1:54.89",""
"New York",2003,"Boys","800m","D-2","D-2","1:55.68",""
"New York",2003,"Boys","800m","Federation","Federation","1:53.60",""
"New York",2003,"Boys","1600m","D-1","D-1 + Federation","4:16.38",""
"New York",2003,"Boys","1600m","D-2","D-2","4:19.03",""
"New York",2003,"Boys","High Jump","D-1","D-1 + Federation","6' 5 """,""
"New York",2003,"Boys","High Jump","D-2","D-2","6' 2 """,""
"New York",2003,"Boys","Pole Vault","D-1","D-1 + Federation","16' 2 """,""
"New York",2003,"Boys","Pole Vault","D-2","D-2","14' 0 """,""
"New York",2004,"Boys","100m","D-1","D-1","10.61",""
"New York",2004,"Boys","100m","D-2","D-2","11.05",""
"New York",2004,"Boys","100m","Federation","Federation","11.01",""
"New York",2004,"Boys","800m","D-1","D-1","1:51.56",""
"New York",2004,"Boys","800m","D-2","D-2","1:50.62",""
"New York",2004,"Boys","800m","Federation","Federation","1:50.33 ","*"
"New York",2004,"Boys","1600m","D-1","D-1","4:12.44",""
"New York",2004,"Boys","1600m","D-2","D-2 + Federation","4:10.12",""
"New York",2004,"Boys","High Jump","D-1","D-1 + Federation","6' 9 """,""
"New York",2004,"Boys","High Jump","D-2","D-2","6' 8 """,""
"New York",2004,"Boys","Pole Vault","D-1","D-1","15' 3 """,""
"New York",2004,"Boys","Pole Vault","D-2","D-2 + Federation","16' 01 "" ","A"
"New York",2005,"Boys","100m","D-1","D-1","10.81",""
"New York",2005,"Boys","100m","D-2","D-2","11.03",""
"New York",2005,"Boys","100m","Federation","Federation","10.94",""
"New York",2005,"Boys","800m","D-1","D-1","1:51.08",""
"New York",2005,"Boys","800m","D-2","D-2","1:53.75",""
"New York",2005,"Boys","800m","Federation","Federation","1:50.85",""
"New York",2005,"Boys","1600m","D-1","D-1 + Federation","4:12.31",""
"New York",2005,"Boys","1600m","D-2","D-2","4:17.20",""
"New York",2005,"Boys","High Jump","D-1","D-1 + Federation","6' 8 """,""
"New York",2005,"Boys","High Jump","D-2","D-2","6' 4 """,""
"New York",2005,"Boys","Pole Vault","D-1","D-1 + Federation","15' 3 """,""
"New York",2005,"Boys","Pole Vault","D-2","D-2","15' 0""",""
"New York",2006,"Boys","100m","D-1","D-1","10.93",""
"New York",2006,"Boys","100m","D-2","D-2","11.04",""
"New York",2006,"Boys","100m","Federation","Federation","10.83",""
"New York",2006,"Boys","800m","D-1","D-1","1:53.13",""
"New York",2006,"Boys","800m","D-2","D-2","1:55.16",""
"New York",2006,"Boys","800m","Federation","Federation","1:51.51",""
"New York",2006,"Boys","1600m","D-1","D-1 + Federation","4:07.71 ","*"
"New York",2006,"Boys","1600m","D-2","D-2","4:14.58",""
"New York",2006,"Boys","High Jump","D-1","D-1 + Federation","6' 4 """,""
"New York",2006,"Boys","High Jump","D-2","D-2","6' 0 """,""
"New York",2006,"Boys","Pole Vault","D-1","D-1 + Federation","15' 6 """,""
"New York",2006,"Boys","Pole Vault","D-2","D-2","15' 3 """,""
"New York",2007,"Boys","100m","D-1","D-1","10.80",""
"New York",2007,"Boys","100m","D-2","D-2","10.56",""
"New York",2007,"Boys","100m","Federation","Federation","10.69",""
"New York",2007,"Boys","800m","D-1","D-1","1:52.37",""
"New York",2007,"Boys","800m","D-2","D-2","1:52.18",""
"New York",2007,"Boys","800m","Federation","Federation","1:52.50",""
"New York",2007,"Boys","1600m","D-1","D-1 + Federation","4:14.21",""
"New York",2007,"Boys","1600m","D-2","D-2","4:19.05",""
"New York",2007,"Boys","High Jump","D-1","D-1 + Federation","6' 9 """,""
"New York",2007,"Boys","High Jump","D-2","D-2","6' 4 """,""
"New York",2007,"Boys","Pole Vault","D-1","D-1 + Federation","16' 0 """,""
"New York",2007,"Boys","Pole Vault","D-2","D-2","14' 0 """,""
"New York",2008,"Boys","100m","D-1","D-1","11.06",""
"New York",2008,"Boys","100m","D-2","D-2","11.37",""
"New York",2008,"Boys","100m","Federation","Federation","10.94",""
"New York",2008,"Boys","800m","D-1","D-1","1:54.52",""
"New York",2008,"Boys","800m","D-2","D-2","1:57.68",""
"New York",2008,"Boys","800m","Federation","Federation","1:53.01",""
"New York",2008,"Boys","1600m","D-1","D-1 + Federation","4:11.67",""
"New York",2008,"Boys","1600m","D-2","D-2","4:20.86",""
"New York",2008,"Boys","High Jump","D-1","D-1 + Federation","6' 8 """,""
"New York",2008,"Boys","High Jump","D-2","D-2","6' 4 """,""
"New York",2008,"Boys","Pole Vault","D-2","D-2","15' 0 """,""
"New York",2008,"Boys","Pole Vault","Federation","Federation","16' 0 """,""
"New York",2009,"Boys","100m","D-1","D-1","10.80",""
"New York",2009,"Boys","100m","D-2","D-2","10.95",""
"New York",2009,"Boys","100m","Federation","Federation","10.71",""
"New York",2009,"Boys","800m","D-1","D-1","1:52.64",""
"New York",2009,"Boys","800m","D-2","D-2","1:56.31",""
"New York",2009,"Boys","800m","Federation","Federation","1:50.32 ","*"
"New York",2009,"Boys","1600m","D-1","D-1 + Federation","4:06.11 ","*"
"New York",2009,"Boys","1600m","D-2","D-2","4:13.96",""
"New York",2009,"Boys","High Jump","D-1","D-1 + Federation","6' 8 """,""
"New York",2009,"Boys","High Jump","D-2","D-2","6' 4 """,""
"New York",2009,"Boys","Pole Vault","D-1","D-1 + Federation","15' 0 """,""
"New York",2009,"Boys","Pole Vault","D-2","D-2","14' 0 """,""
"New York",2010,"Boys","100m","D-1","D-1","10.82",""
"New York",2010,"Boys","100m","D-2","D-2","10.62",""
"New York",2010,"Boys","100m","Federation","Federation","10.63",""
"New York",2010,"Boys","800m","D-1","D-1","1:51.28",""
"New York",2010,"Boys","800m","D-2","D-2 + Federation","1:50.27 ","*"
"New York",2010,"Boys","1600m","D-1","D-1 + Federation","4:07.47",""
"New York",2010,"Boys","1600m","D-2","D-2","4:11.97",""
"New York",2010,"Boys","High Jump","D-1","D-1","6' 8 """,""
"New York",2010,"Boys","High Jump","D-2","D-2","6' 6 """,""
"New York",2010,"Boys","High Jump","Federation","Federation","6' 10 """,""
"New York",2010,"Boys","Pole Vault","D-1","D-1 + Federation","16' 6 "" ","*"
"New York",2010,"Boys","Pole Vault","D-2","D-2","15' 0 """,""
"New York",2011,"Boys","100m","D-1","D-1","10.82",""
"New York",2011,"Boys","100m","D-2","D-2","11.19",""
"New York",2011,"Boys","100m","Federation","Federation","10.84",""
"New York",2011,"Boys","800m","D-1","D-1 + Federation","1:51.32",""
"New York",2011,"Boys","800m","D-2","D-2","1:54.31",""
"New York",2011,"Boys","1600m","D-1","D-1","4:12.52",""
"New York",2011,"Boys","1600m","D-2","D-2 + Federation","4:11.17",""
"New York",2011,"Boys","High Jump","D-1","D-1 + Federation","6' 8 """,""
"New York",2011,"Boys","High Jump","D-2","D-2","6' 8 """,""
"New York",2011,"Boys","Pole Vault","D-1","D-1 + Federation","16' 7 "" ","*"
"New York",2011,"Boys","Pole Vault","D-2","D-2","15' 0 """,""
"New York",2012,"Boys","100m","D-1","D-1","11.03",""
"New York",2012,"Boys","100m","D-2","D-2","11.11",""
"New York",2012,"Boys","100m","Federation","Federation","10.96",""
"New York",2012,"Boys","800m","D-1","D-1 + Federation","1:51.21",""
"New York",2012,"Boys","800m","D-2","D-2","1:54.33",""
"New York",2012,"Boys","1600m","D-1","D-1 + Federation","4:05.24 ","*"
"New York",2012,"Boys","1600m","D-2","D-2","4:13.29",""
"New York",2012,"Boys","High Jump","D-1","D-1 + Federation","6' 10 """,""
"New York",2012,"Boys","High Jump","D-2","D-2","6' 5 """,""
"New York",2012,"Boys","Pole Vault","D-1","D-1","15' 0 """,""
"New York",2012,"Boys","Pole Vault","D-2","D-2","14' 0 """,""
"New York",2012,"Boys","Pole Vault","D-2",NA,"16' 0 """,""
"New York",2013,"Boys","100m","D-1","D-1","10.76",""
"New York",2013,"Boys","100m","D-2","D-2","10.64",""
"New York",2013,"Boys","100m","Federation","Federation","10.62","*"
"New York",2013,"Boys","800m","D-1","D-1","1:52.85",""
"New York",2013,"Boys","800m","D-2","D-2 + Federation","1:51.88",""
"New York",2013,"Boys","1600m","D-1","D-1 + Federation","4:07.00",""
"New York",2013,"Boys","1600m","D-2","D-2","4:11.25",""
"New York",2013,"Boys","High Jump","D-1","D-1 + Federation","6' 7 """,""
"New York",2013,"Boys","High Jump","D-2","D-2","6' 7 """,""
"New York",2013,"Boys","Pole Vault","D-1","D-1","14' 6 """,""
"New York",2013,"Boys","Pole Vault","D-2","D-2 + Federation","15' 0 """,""
"New York",2014,"Boys","100m","D-1","D-1","10.69",""
"New York",2014,"Boys","100m","D-2","D-2","11.09",""
"New York",2014,"Boys","100m","Federation","Federation","10.58",""
"New York",2014,"Boys","800m","D-1","D-1 + Federation","1:54.24",""
"New York",2014,"Boys","800m","D-2","D-2","1:54.60",""
"New York",2014,"Boys","1600m","D-1","D-1 + Federation","4:07.82",""
"New York",2014,"Boys","1600m","D-2","D-2","4:10.60",""
"New York",2014,"Boys","High Jump","D-1","D-1","6' 5 """,""
"New York",2014,"Boys","High Jump","D-2","D-2 + Federation","6' 7 """,""
"New York",2014,"Boys","Pole Vault","D-1","D-1","16' 6 """,""
"New York",2014,"Boys","Pole Vault","D-2","D-2","14' 0 """,""
"New York",2014,"Boys","Pole Vault","Federation","Federation","16' 6 """,""
"New York",2015,"Boys","100m","D-1","D-1","10.68",""
"New York",2015,"Boys","100m","D-2","D-2","10.89",""
"New York",2015,"Boys","100m","Federation","Federation","10.85",""
"New York",2015,"Boys","800m","D-1","D-1 + Federation","1:51.40",""
"New York",2015,"Boys","800m","D-2","D-2","1:52.22",""
"New York",2015,"Boys","1600m","D-1","D-1","4:10.20",""
"New York",2015,"Boys","1600m","D-2","D-2","4:09.39",""
"New York",2015,"Boys","1600m","Federation","Federation","4:07.50",""
"New York",2015,"Boys","High Jump","D-1","D-1 + Federation","6' 10 """,""
"New York",2015,"Boys","High Jump","D-2","D-2","6' 6 """,""
"New York",2015,"Boys","Pole Vault","D-1","D-1","15' 3""",""
"New York",2015,"Boys","Pole Vault","D-2","D-2","14' 0 """,""
"New York",2015,"Boys","Pole Vault","Federation","Federation","15' 6 """,""
"New York",2016,"Boys","100m","D-1","D-1","11.11",""
"New York",2016,"Boys","100m","D-2","D-2","11.02",""
"New York",2016,"Boys","100m","Federation","Federation","10.75",""
"New York",2016,"Boys","800m","D-1","D-1 + Federation","1:52.77",""
"New York",2016,"Boys","800m","D-2","D-2","1:54.38",""
"New York",2016,"Boys","1600m","D-1","D-1","4:13.71",""
"New York",2016,"Boys","1600m","D-2","D-2 + Federation","4:09.58",""
"New York",2016,"Boys","High Jump","D-1","D-1","6' 8 """,""
"New York",2016,"Boys","High Jump","D-2","D-2 + Federation","6' 10 """,""
"New York",2016,"Boys","Pole Vault","D-1","D-1","14' 9 """,""
"New York",2016,"Boys","Pole Vault","D-2","D-2","14' 6 """,""
"New York",2016,"Boys","Pole Vault","Federation","Federation","14' 9 """,""
"New York",2017,"Boys","100m","D-1","D-1","10.90",""
"New York",2017,"Boys","100m","D-2","D-2","10.97",""
"New York",2017,"Boys","100m","Federation","Federation","10.80",""
"New York",2017,"Boys","800m","D-1","D-1 + Federation","1:50.96",""
"New York",2017,"Boys","800m","D-2","D-2","1:53.79",""
"New York",2017,"Boys","1600m","D-1","D-1 + Federation","4:12.81",""
"New York",2017,"Boys","1600m","D-2","D-2","4:16.32",""
"New York",2017,"Boys","High Jump","D-1","D-1","7' 0 """,""
"New York",2017,"Boys","High Jump","D-2","D-2 + Federation","6' 8 """,""
"New York",2017,"Boys","Pole Vault","D-1","D-1 + Federation","15' 6 """,""
"New York",2017,"Boys","Pole Vault","D-2","D-2","15' 0 """,""
"New York",2018,"Boys","100m","D-1","D-1","10.92",""
"New York",2018,"Boys","100m","D-2","D-2","10.71",""
"New York",2018,"Boys","100m","Federation","Federation","10.48 ","*"
"New York",2018,"Boys","800m","D-1","D-1 + Federation","1:52.33",""
"New York",2018,"Boys","800m","D-2","D-2","1:53.81",""
"New York",2018,"Boys","1600m","D-1","D-1 + Federation","4:10.01",""
"New York",2018,"Boys","1600m","D-2","D-2","4:15.79",""
"New York",2018,"Boys","High Jump","D-1","D-1","6' 7 """,""
"New York",2018,"Boys","High Jump","D-2","D-2 + Federation","6' 8 """,""
"New York",2018,"Boys","Pole Vault","D-1","D-1 + Federation","16' 0 """,""
"New York",2018,"Boys","Pole Vault","D-2","D-2","15' 0 """,""
"New York",2019,"Boys","100m","D-2","Non- NYSPHSAA","10.92",""
"New York",2019,"Boys","100m","D-1","D-1","10.88",""
"New York",2019,"Boys","100m","D-2","D-2","10.60",""
"New York",2019,"Boys","100m","Federation","Federation","10.76",""
"New York",2019,"Boys","800m","D-1","D-1","1:52.58",""
"New York",2019,"Boys","800m","D-2","D-2 + Federation","1:52.01",""
"New York",2019,"Boys","1600m","D-1","D-1 + Federation","4:10.78",""
"New York",2019,"Boys","1600m","D-2","D-2","4:12.36",""
"New York",2019,"Boys","High Jump","D-1","D-1 + Federation","6' 8 """,""
"New York",2019,"Boys","High Jump","D-2","D-2","6' 7 """,""
"New York",2019,"Boys","Pole Vault","D-1","D-1","15' 0 """,""
"New York",2019,"Boys","Pole Vault","D-2","D-2 + Federation","16' 0 """,""
