"Year","State","Students"
2005,"New Jersey",400085
2005,"New Mexico",98202
2005,"New York",840949
2005,"North Carolina",400014
2005,"North Dakota",33391
2005,"Ohio",572944
2005,"Oklahoma",175199
2005,"Oregon",175263
2005,"Pennsylvania",590332
2005,"Rhode Island",49458
2005,"South Carolina",199472
2005,"South Dakota",38907
2005,"Tennessee",270211
2005,"Texas",1220980
2005,"Utah",148162
2005,"Vermont",32195
2005,"Virginia",365052
2005,"Washington",324600
2005,"West Virginia",82574
2005,"Wisconsin",286807
2005,"Wyoming",27448
2006,"Alabama",212414
2006,"Alaska",42063
2006,"Arizona",354901
2006,"Arkansas",138237
2006,"California",1953077
2006,"Colorado",229951
2006,"Connecticut",175354
2006,"Delaware",36298
2006,"District Of Columbia",18769
2006,"Florida",801629
2006,"Georgia",453015
2006,"Hawaii",55258
2006,"Idaho",79153
2006,"Illinois",631198
2006,"Indiana",310607
2006,"Iowa",157322
2006,"Kansas",142349
2006,"Kentucky",190975
2006,"Louisiana",172444
2006,"Maine",62007
2006,"Maryland",271449
2006,"Massachusetts",296511
2006,"Michigan",538642
2006,"Minnesota",281486
2006,"Mississippi",132192
2006,"Missouri",282563
2006,"Montana",47562
2006,"Nebraska",91591
2006,"Nevada",116375
2006,"New Hampshire",67112
2006,"New Jersey",407314
2006,"New Mexico",97206
2006,"New York",851404
2006,"North Carolina",413318
2006,"North Dakota",32645
2006,"Ohio",578352
2006,"Oklahoma",176683
2006,"Oregon",172185
2006,"Pennsylvania",600857
2006,"Rhode Island",49552
2006,"South Carolina",203514
2006,"South Dakota",38482
2006,"Tennessee",277352
2006,"Texas",1257055
2006,"Utah",150786
2006,"Vermont",31856
2006,"Virginia",372317
2006,"Washington",332503
2006,"West Virginia",83677
2006,"Wisconsin",291176
2006,"Wyoming",27214
2007,"Alabama",214968
2007,"Alaska",42441
2007,"Arizona",308576
2007,"Arkansas",139689
2007,"California",1993972
2007,"Colorado",234985
2007,"Connecticut",177037
2007,"Delaware",37258
2007,"District Of Columbia",18313
2007,"Florida",804951
2007,"Georgia",462649
2007,"Hawaii",54636
2007,"Idaho",80375
2007,"Illinois",640597
2007,"Indiana",315832
2007,"Iowa",156904
2007,"Kansas",142086
2007,"Kentucky",194672
2007,"Louisiana",183735
2007,"Maine",61648
2007,"Maryland",272575
2007,"Massachusetts",298033
2007,"Michigan",539517
2007,"Minnesota",282120
2007,"Mississippi",134475
2007,"Missouri",286078
2007,"Montana",47340
2007,"Nebraska",91811
2007,"Nevada",121779
2007,"New Hampshire",67384
2007,"New Jersey",408143
2007,"New Mexico",98129
2007,"New York",857753
2007,"North Carolina",417414
2007,"North Dakota",32275
2007,"Ohio",583529
2007,"Oklahoma",178292
2007,"Oregon",181683
2007,"Pennsylvania",648688
2007,"Rhode Island",49616
2007,"South Carolina",206748
2007,"South Dakota",38021
2007,"Tennessee",286397
2007,"Texas",1279727
2007,"Utah",152114
2007,"Vermont",31659
2007,"Virginia",378755
2007,"Washington",331916
2007,"West Virginia",84366
2007,"Wisconsin",292100
2007,"Wyoming",27198
2008,"Alabama",216941
2008,"Alaska",42049
2008,"Arizona",316376
2008,"Arkansas",138921
2008,"California",2011865
2008,"Colorado",236141
2008,"Connecticut",176592
2008,"Delaware",37555
2008,"District Of Columbia",20242
2008,"Florida",810952
2008,"Georgia",471012
2008,"Hawaii",54246
2008,"Idaho",80948
2008,"Illinois",639896
2008,"Indiana",317214
2008,"Iowa",155611
2008,"Kansas",140893
2008,"Kentucky",196772
2008,"Louisiana",181489
2008,"Maine",65503
2008,"Maryland",269221
2008,"Massachusetts",296032
2008,"Michigan",549291
2008,"Minnesota",279398
2008,"Mississippi",137033
2008,"Missouri",285442
2008,"Montana",46448
2008,"Nebraska",91149
2008,"Nevada",121752
2008,"New Hampshire",66413
2008,"New Jersey",411332
2008,"New Mexico",99322
2008,"New York",852342
2008,"North Carolina",417168
2008,"North Dakota",31567
2008,"Ohio",585862
2008,"Oklahoma",178400
2008,"Oregon",181719
2008,"Pennsylvania",595727
2008,"Rhode Island",48470
2008,"South Carolina",207751
2008,"South Dakota",38182
2008,"Tennessee",282508
2008,"Texas",1300148
2008,"Utah",165986
2008,"Vermont",30942
2008,"Virginia",380413
2008,"Washington",332840
2008,"West Virginia",83990
2008,"Wisconsin",289421
2008,"Wyoming",27179
2009,"Alabama",217590
2009,"Alaska",41399
2009,"Arizona",316048
2009,"Arkansas",137196
2009,"California",2013687
2009,"Colorado",238139
2009,"Connecticut",174980
2009,"Delaware",38619
2009,"District Of Columbia",17891
2009,"Florida",781725
2009,"Georgia",470108
2009,"Hawaii",53481
2009,"Idaho",81497
2009,"Illinois",640512
2009,"Indiana",316126
2009,"Iowa",151993
2009,"Kansas",139086
2009,"Kentucky",197748
2009,"Louisiana",180660
2009,"Maine",63611
2009,"Maryland",267388
2009,"Massachusetts",292372
2009,"Michigan",535452
2009,"Minnesota",275864
2009,"Mississippi",136917
2009,"Missouri",282460
2009,"Montana",45030
2009,"Nebraska",89678
2009,"Nevada",125034
2009,"New Hampshire",64939
2009,"New Jersey",409500
2009,"New Mexico",98830
2009,"New York",839837
2009,"North Carolina",429719
2009,"North Dakota",30773
2009,"Ohio",577669
2009,"Oklahoma",176679
2009,"Oregon",179972
2009,"Pennsylvania",579521
2009,"Rhode Island",47359
2009,"South Carolina",210511
2009,"South Dakota",38952
2009,"Tennessee",287401
2009,"Texas",1305637
2009,"Utah",155309
2009,"Vermont",30631
2009,"Virginia",380787
2009,"Washington",332224
2009,"West Virginia",83252
2009,"Wisconsin",284222
2009,"Wyoming",26526
2010,"Alabama",219495
2010,"Alaska",40837
2010,"Arizona",317397
2010,"Arkansas",136213
2010,"California",1997064
2010,"Colorado",240990
2010,"Connecticut",174004
2010,"Delaware",39091
2010,"District Of Columbia",17597
2010,"Florida",783621
2010,"Georgia",472934
2010,"Hawaii",52630
2010,"Idaho",81571
2010,"Illinois",640462
2010,"Indiana",316062
2010,"Iowa",150509
2010,"Kansas",140240
2010,"Kentucky",195515
2010,"Louisiana",181032
2010,"Maine",60579
2010,"Maryland",266627
2010,"Massachusetts",290502
2010,"Michigan",529531
2010,"Minnesota",272392
2010,"Mississippi",137511
2010,"Missouri",279900
2010,"Montana",43939
2010,"Nebraska",88508
2010,"Nevada",123420
2010,"New Hampshire",64372
2010,"New Jersey",412848
2010,"New Mexico",99076
2010,"New York",858087
2010,"North Carolina",429596
2010,"North Dakota",30497
2010,"Ohio",538951
2010,"Oklahoma",177366
2010,"Oregon",178388
2010,"Pennsylvania",584316
2010,"Rhode Island",46934
2010,"South Carolina",211019
2010,"South Dakota",37968
2010,"Tennessee",285881
2010,"Texas",1329862
2010,"Utah",158243
2010,"Vermont",29265
2010,"Virginia",381320
2010,"Washington",329960
2010,"West Virginia",82349
2010,"Wisconsin",279000
2010,"Wyoming",26330
2011,"Alabama",221940
2011,"Alaska",40114
2011,"Arizona",319747
2011,"Arkansas",136156
2011,"California",1993538
2011,"Colorado",242239
2011,"Connecticut",173071
2011,"Delaware",39124
2011,"District Of Columbia",17632
2011,"Florida",784849
2011,"Georgia",474588
2011,"Hawaii",51975
2011,"Idaho",81715
2011,"Illinois",636861
2011,"Indiana",317818
2011,"Iowa",147663
2011,"Kansas",139505
2011,"Kentucky",192661
2011,"Louisiana",184292
2011,"Maine",60148
2011,"Maryland",264055
2011,"Massachusetts",289161
2011,"Michigan",508868
2011,"Minnesota",268074
2011,"Mississippi",136277
2011,"Missouri",275719
2011,"Montana",43202
2011,"Nebraska",88208
2011,"Nevada",129831
2011,"New Hampshire",63135
2011,"New Jersey",405143
2011,"New Mexico",98777
2011,"New York",851829
2011,"North Carolina",432196
2011,"North Dakota",30288
2011,"Ohio",531383
2011,"Oklahoma",175949
2011,"Oregon",178119
2011,"Pennsylvania",582442
2011,"Rhode Island",46059
2011,"South Carolina",210257
2011,"South Dakota",38192
2011,"Tennessee",285715
2011,"Texas",1349106
2011,"Utah",160573
2011,"Vermont",28869
2011,"Virginia",379994
2011,"Washington",329616
2011,"West Virginia",81407
2011,"Wisconsin",273807
2011,"Wyoming",26223
2012,"Alabama",217615
2012,"Alaska",39110
2012,"Arizona",320807
2012,"Arkansas",136959
2012,"California",1977069
2012,"Colorado",243411
2012,"Connecticut",171060
2012,"Delaware",38322
2012,"District Of Columbia",17261
2012,"Florida",792054
2012,"Georgia",473766
2012,"Hawaii",51598
2012,"Idaho",81809
2012,"Illinois",629941
2012,"Indiana",316160
2012,"Iowa",145718
2012,"Kansas",137455
2012,"Kentucky",193392
2012,"Louisiana",184588
2012,"Maine",58923
2012,"Maryland",259870
2012,"Massachusetts",287055
2012,"Michigan",500042
2012,"Minnesota",264194
2012,"Mississippi",134158
2012,"Missouri",271208
2012,"Montana",42624
2012,"Nebraska",87792
2012,"Nevada",130252
2012,"New Hampshire",62268
2012,"New Jersey",394133
2012,"New Mexico",97744
2012,"New York",831712
2012,"North Carolina",433801
2012,"North Dakota",29758
2012,"Ohio",522804
2012,"Oklahoma",175383
2012,"Oregon",176898
2012,"Pennsylvania",565203
2012,"Rhode Island",45195
2012,"South Carolina",207797
2012,"South Dakota",37487
2012,"Tennessee",286944
2012,"Texas",1363618
2012,"Utah",164296
2012,"Vermont",27762
2012,"Virginia",376658
2012,"Washington",327269
2012,"West Virginia",80805
2012,"Wisconsin",268295
2012,"Wyoming",26042
2013,"Alabama",217203
2013,"Alaska",38420
2013,"Arizona",321634
2013,"Arkansas",138428
2013,"California",1965168
2013,"Colorado",246051
2013,"Connecticut",170245
2013,"Delaware",38022
2013,"District Of Columbia",17577
2013,"Florida",799602
2013,"Georgia",481043
2013,"Hawaii",51069
2013,"Idaho",82631
2013,"Illinois",624679
2013,"Indiana",316329
2013,"Iowa",144784
2013,"Kansas",137855
2013,"Kentucky",193961
2013,"Louisiana",186111
2013,"Maine",57815
2013,"Maryland",256836
2013,"Massachusetts",287506
2013,"Michigan",492272
2013,"Minnesota",262041
2013,"Mississippi",133809
2013,"Missouri",270370
2013,"Montana",42089
2013,"Nebraska",88073
2013,"Nevada",131953
2013,"New Hampshire",60805
2013,"New Jersey",400875
2013,"New Mexico",97242
2013,"New York",825972
2013,"North Carolina",438375
2013,"North Dakota",30116
2013,"Ohio",518617
2013,"Oklahoma",176812
2013,"Oregon",178239
2013,"Pennsylvania",557464
2013,"Rhode Island",44672
2013,"South Carolina",208648
2013,"South Dakota",37267
2013,"Tennessee",281971
2013,"Texas",1387513
2013,"Utah",169077
2013,"Vermont",27557
2013,"Virginia",375975
2013,"Washington",327134
2013,"West Virginia",80673
2013,"Wisconsin",265682
2013,"Wyoming",26243
2014,"Alabama",218705
2014,"Alaska",38230
2014,"Arizona",327144
2014,"Arkansas",140185
2014,"California",1952314
2014,"Colorado",249380
2014,"Connecticut",169038
2014,"Delaware",38483
2014,"District Of Columbia",17717
2014,"Florida",807034
2014,"Georgia",490032
2014,"Hawaii",50806
2014,"Idaho",87143
2014,"Illinois",621531
2014,"Indiana",316350
2014,"Iowa",145011
2014,"Kansas",138847
2014,"Kentucky",192256
2014,"Louisiana",188181
2014,"Maine",56924
2014,"Maryland",253589
2014,"Massachusetts",287478
2014,"Michigan",487518
2014,"Minnesota",261409
2014,"Mississippi",132568
2014,"Missouri",269227
2014,"Montana",42138
2014,"Nebraska",88555
2014,"Nevada",132564
2014,"New Hampshire",59377
2014,"New Jersey",399391
2014,"New Mexico",97716
2014,"New York",820326
2014,"North Carolina",441263
2014,"North Dakota",30420
2014,"Ohio",515611
2014,"Oklahoma",179811
2014,"Oregon",178595
2014,"Pennsylvania",554067
2014,"Rhode Island",43270
2014,"South Carolina",211835
2014,"South Dakota",36639
2014,"Tennessee",283888
2014,"Texas",1411436
2014,"Utah",174129
2014,"Vermont",27233
2014,"Virginia",377252
2014,"Washington",328068
2014,"West Virginia",79957
2014,"Wisconsin",264739
2014,"Wyoming",26449
2015,"Alabama",221068
2015,"Alaska",38431
2015,"Arizona",331552
2015,"Arkansas",141653
2015,"California",1949755
2015,"Colorado",254643
2015,"Connecticut",167790
2015,"Delaware",39346
2015,"District Of Columbia",17634
2015,"Florida",823249
2015,"Georgia",501605
2015,"Hawaii",50925
2015,"Idaho",85232
2015,"Illinois",621275
2015,"Indiana",316465
2015,"Iowa",145862
2015,"Kansas",140324
2015,"Kentucky",196733
2015,"Louisiana",194791
2015,"Maine",56361
2015,"Maryland",254072
2015,"Massachusetts",288934
2015,"Michigan",484956
2015,"Minnesota",263074
2015,"Mississippi",134857
2015,"Missouri",268921
2015,"Montana",41816
2015,"Nebraska",89964
2015,"Nevada",134640
2015,"New Hampshire",58807
2015,"New Jersey",401874
2015,"New Mexico",99260
2015,"New York",827493
2015,"North Carolina",454963
2015,"North Dakota",30421
2015,"Ohio",519938
2015,"Oklahoma",184170
2015,"Oregon",179757
2015,"Pennsylvania",549398
2015,"Rhode Island",42892
2015,"South Carolina",216723
2015,"South Dakota",37301
2015,"Tennessee",288408
2015,"Texas",1450441
2015,"Utah",178910
2015,"Vermont",26338
2015,"Virginia",382598
2015,"Washington",333318
2015,"West Virginia",80543
2015,"Wisconsin",264550
2015,"Wyoming",26732
2016,"Alabama",222182
2016,"Alaska",38688
2016,"Arizona",333579
2016,"Arkansas",142242
2016,"California",1941009
2016,"Colorado",260909
2016,"Connecticut",167056
2016,"Delaware",39845
2016,"District Of Columbia",18884
2016,"Florida",839773
2016,"Georgia",513865
2016,"Hawaii",50219
2016,"Idaho",86334
2016,"Illinois",619292
2016,"Indiana",321313
2016,"Iowa",146808
2016,"Kansas",141615
2016,"Kentucky",198820
2016,"Louisiana",198577
2016,"Maine",56273
2016,"Maryland",253096
2016,"Massachusetts",294897
2016,"Michigan",482540
2016,"Minnesota",265709
2016,"Mississippi",135375
2016,"Missouri",269349
2016,"Montana",41822
2016,"Nebraska",91650
2016,"Nevada",136906
2016,"New Hampshire",58107
2016,"New Jersey",402208
2016,"New Mexico",96798
2016,"New York",820402
2016,"North Carolina",462874
2016,"North Dakota",30675
2016,"Ohio",521595
2016,"Oklahoma",187118
2016,"Oregon",181598
2016,"Pennsylvania",540546
2016,"Rhode Island",42871
2016,"South Carolina",220780
2016,"South Dakota",37242
2016,"Tennessee",291841
2016,"Texas",1492452
2016,"Utah",184303
2016,"Vermont",26002
2016,"Virginia",386781
2016,"Washington",336808
2016,"West Virginia",80142
2016,"Wisconsin",263896
2016,"Wyoming",26914
2017,"Alabama",222638
2017,"Alaska",38573
2017,"Arizona",339195
2017,"Arkansas",143085
2017,"California",1939323
2017,"Colorado",265500
2017,"Connecticut",166275
2017,"Delaware",40504
2017,"District Of Columbia",19052
2017,"Florida",847781
2017,"Georgia",518772
2017,"Hawaii",50216
2017,"Idaho",88576
2017,"Illinois",618016
2017,"Indiana",323736
2017,"Iowa",147165
2017,"Kansas",141881
2017,"Kentucky",198579
2017,"Louisiana",200087
2017,"Maine",55574
2017,"Maryland",255781
2017,"Massachusetts",295336
2017,"Michigan",479976
2017,"Minnesota",267937
2017,"Mississippi",134814
2017,"Missouri",267733
2017,"Montana",42038
2017,"Nebraska",93143
2017,"Nevada",139723
2017,"New Hampshire",57280
2017,"New Jersey",402880
2017,"New Mexico",99856
2017,"New York",818799
2017,"North Carolina",468113
2017,"North Dakota",30457
2017,"Ohio",519785
2017,"Oklahoma",189045
2017,"Oregon",180509
2017,"Pennsylvania",543826
2017,"Rhode Island",43279
2017,"South Carolina",223322
2017,"South Dakota",37590
2017,"Tennessee",293535
2017,"Texas",1525178
2017,"Utah",188588
2017,"Vermont",25573
2017,"Virginia",389330
2017,"Washington",339349
2017,"West Virginia",79442
2017,"Wisconsin",262681
2017,"Wyoming",26924
2018,"Alabama",219387
2018,"Alaska",38254
2018,"Arizona",333079
2018,"Arkansas",143487
2018,"California",1943939
2018,"Colorado",270405
2018,"Connecticut",165742
2018,"Delaware",40903
2018,"District Of Columbia",19173
2018,"Florida",851483
2018,"Georgia",522034
2018,"Hawaii",50385
2018,"Idaho",90256
2018,"Illinois",616176
2018,"Indiana",325521
2018,"Iowa",148132
2018,"Kansas",142569
2018,"Kentucky",198841
2018,"Louisiana",200976
2018,"Maine",55536
2018,"Maryland",259893
2018,"Massachusetts",296376
2018,"Michigan",477301
2018,"Minnesota",270468
2018,"Mississippi",133244
2018,"Missouri",266775
2018,"Montana",43399
2018,"Nebraska",94935
2018,"Nevada",141950
2018,"New Hampshire",56773
2018,"New Jersey",402894
2018,"New Mexico",98506
2018,"New York",820564
2018,"North Carolina",470877
2018,"North Dakota",30889
2018,"Ohio",517145
2018,"Oklahoma",191296
2018,"Oregon",180324
2018,"Pennsylvania",543865
2018,"Rhode Island",44212
2018,"South Carolina",224093
2018,"South Dakota",37945
2018,"Tennessee",291569
2018,"Texas",1548389
2018,"Utah",193167
2018,"Vermont",24976
2018,"Virginia",391435
2018,"Washington",340375
2018,"West Virginia",78305
2018,"Wisconsin",261916
2018,"Wyoming",27361
2019,"Alabama",216193
2019,"Alaska",37321
2019,"Arizona",347454
2019,"Arkansas",143495
2019,"California",1951086
2019,"Colorado",273778
2019,"Connecticut",164509
2019,"Delaware",41652
2019,"District Of Columbia",18912
2019,"Florida",852097
2019,"Georgia",521741
2019,"Hawaii",50750
2019,"Idaho",93603
2019,"Illinois",612134
2019,"Indiana",328299
2019,"Iowa",149096
2019,"Kansas",142993
2019,"Kentucky",198082
2019,"Louisiana",200196
2019,"Maine",55611
2019,"Maryland",261542
2019,"Massachusetts",296133
2019,"Michigan",471557
2019,"Minnesota",273595
2019,"Mississippi",130697
2019,"Missouri",265980
2019,"Montana",42487
2019,"Nebraska",96270
2019,"Nevada",142757
2019,"New Hampshire",56515
2019,"New Jersey",402417
2019,"New Mexico",99214
2019,"New York",811953
2019,"North Carolina",463134
2019,"North Dakota",31557
2019,"Ohio",511007
2019,"Oklahoma",193542
2019,"Oregon",180510
2019,"Pennsylvania",544374
2019,"Rhode Island",44975
2019,"South Carolina",224007
2019,"South Dakota",38275
2019,"Tennessee",291603
2019,"Texas",1565028
2019,"Utah",197661
2019,"Vermont",24588
2019,"Virginia",391050
2019,"Washington",336909
2019,"West Virginia",77552
2019,"Wisconsin",261714
2019,"Wyoming",27451
1985,NA,55
1979,"Alaska",27044
1981,"Alaska",25948
1983,"Alaska",27324
1985,"Alaska",30107
1979,"Alabama",240198
1981,"Alabama",243248
1983,"Alabama",233394
1985,"Alabama",229394
1979,"Arkansas",139983
1981,"Arkansas",134359
1983,"Arkansas",129961
1985,"Arkansas",129382
1979,NA,2224
1981,NA,2224
1983,NA,2224
1985,NA,2224
1979,"Arizona",147464
1981,"Arizona",145091
1983,"Arizona",139825
1985,"Arizona",138486
1979,"California",1298141
1981,"California",1273365
1983,"California",1334118
1985,"California",1338603
1979,"Colorado",181973
1981,"Colorado",170809
1983,"Colorado",168703
1985,"Colorado",169865
1979,"Connecticut",175981
1981,"Connecticut",165431
1983,"Connecticut",152594
1985,"Connecticut",165117
1979,NA,31963
1981,NA,29265
1983,NA,26429
1985,NA,26429
1979,"Delaware",38513
1981,"Delaware",34399
1983,"Delaware",31052
1985,"Delaware",31052
1979,"Florida",475254
1981,"Florida",468346
1983,"Florida",446416
1985,"Florida",451897
1979,"Georgia",2502
1981,"Georgia",282014
1983,"Georgia",316978
1985,"Georgia",317895
1979,NA,6203
1981,NA,6230
1983,NA,6330
1985,NA,6330
1979,"Hawaii",52248
1981,"Hawaii",52110
1983,"Hawaii",49099
1985,"Hawaii",49099
1979,"Iowa",192213
1981,"Iowa",178102
1983,"Iowa",163664
1985,"Iowa",162972
1979,"Idaho",62214
1981,"Idaho",58756
1983,"Idaho",57951
1985,"Idaho",57990
1979,"Illinois",685740
1981,"Illinois",651092
1983,"Illinois",577700
1985,"Illinois",566784
1979,"Indiana",362239
1981,"Indiana",337904
1983,"Indiana",316552
1985,"Indiana",312428
1979,"Kansas",141560
1981,"Kansas",132075
1983,"Kansas",124342
1985,"Kansas",124027
1979,"Kentucky",210087
1981,"Kentucky",203601
1983,"Kentucky",193589
1985,"Kentucky",193828
1979,"Louisiana",251711
1981,"Louisiana",236677
1983,"Louisiana",223159
1985,"Louisiana",223163
1979,"Massachusetts",337169
1981,"Massachusetts",344228
1983,"Massachusetts",321955
1985,"Massachusetts",320644
1979,"Maryland",278936
1981,"Maryland",264242
1983,"Maryland",246183
1985,"Maryland",243593
1979,"Maine",73596
1981,"Maine",69398
1983,"Maine",64791
1985,"Maine",65222
1979,"Michigan",654990
1981,"Michigan",557028
1983,"Michigan",615020
1985,"Michigan",615020
1979,"Minnesota",281976
1981,"Minnesota",258562
1983,"Minnesota",242597
1985,"Minnesota",239889
1979,"Missouri",296917
1981,"Missouri",271878
1983,"Missouri",252799
1985,"Missouri",250015
1979,NA,1206
1981,NA,1206
1983,NA,1186
1985,NA,1186
1979,"Mississippi",153459
1981,"Mississippi",146336
1983,"Mississippi",142380
1985,"Mississippi",142815
1979,"Montana",54615
1981,"Montana",49448
1983,"Montana",45746
1985,"Montana",45483
1979,"North Carolina",359721
1981,"North Carolina",345004
1983,"North Carolina",332666
1985,"North Carolina",330665
1979,"North Dakota",45942
1981,"North Dakota",41221
1983,"North Dakota",35951
1985,"North Dakota",36452
1979,"Nebraska",96803
1981,"Nebraska",87789
1983,"Nebraska",80178
1985,"Nebraska",79069
1979,"New Hampshire",54487
1981,"New Hampshire",52801
1983,"New Hampshire",50505
1985,"New Hampshire",50392
1979,"New Jersey",446702
1981,"New Jersey",418220
1983,"New Jersey",389423
1985,"New Jersey",389895
1979,"New Mexico",95099
1981,"New Mexico",84494
1983,"New Mexico",86194
1985,"New Mexico",86114
1979,"Nevada",49319
1981,"Nevada",46694
1983,"Nevada",45993
1985,"Nevada",45991
1979,"New York",1053933
1981,"New York",987183
1983,"New York",894747
1985,"New York",903558
1979,"Ohio",705755
1981,"Ohio",610757
1983,"Ohio",638516
1985,"Ohio",595875
1979,"Oklahoma",186070
1981,"Oklahoma",176029
1983,"Oklahoma",168885
1985,"Oklahoma",168725
1979,"Oregon",153025
1981,"Oregon",144853
1983,"Oregon",139092
1985,"Oregon",138632
1979,"Pennsylvania",693551
1981,"Pennsylvania",649991
1983,"Pennsylvania",601376
1985,"Pennsylvania",600790
1979,NA,183380
1981,NA,183380
1983,NA,181697
1985,NA,193457
1979,"Rhode Island",53173
1981,"Rhode Island",49951
1983,"Rhode Island",47219
1985,"Rhode Island",47219
1979,"South Carolina",195819
1981,"South Carolina",192726
1983,"South Carolina",183673
1985,"South Carolina",182177
1979,"South Dakota",46439
1981,"South Dakota",41329
1983,"South Dakota",37256
1985,"South Dakota",37072
1979,"Tennessee",276351
1981,"Tennessee",260504
1983,"Tennessee",242821
1985,"Tennessee",242183
1979,"Texas",862403
1981,"Texas",840810
1983,"Texas",830473
1985,"Texas",835212
1979,"Utah",94844
1981,"Utah",91889
1983,"Utah",94198
1985,"Utah",95648
1979,"Virginia",328973
1981,"Virginia",314094
1983,"Virginia",306594
1985,"Virginia",308219
1979,NA,4848
1981,NA,4848
1983,NA,5666
1985,NA,5666
1979,"Vermont",30078
1981,"Vermont",28243
1983,"Vermont",26407
1985,"Vermont",26407
1979,"Washington",251672
1981,"Washington",241135
1983,"Washington",236930
1985,"Washington",234203
1979,"Wisconsin",319587
1981,"Wisconsin",298639
1983,"Wisconsin",278158
1985,"Wisconsin",278054
1979,"West Virginia",116463
1981,"West Virginia",111038
1983,"West Virginia",113686
1985,"West Virginia",113407
1979,"Wyoming",27301
1981,"Wyoming",28096
1983,"Wyoming",27741
1985,"Wyoming",27964
